#GeneName	Tissuespecficity
FAM131C	Tissue enhanced
FAM132A	Tissue enhanced
FAM132B	Group enriched
FAM133A	Tissue enhanced
FAM133B	Expressed in all
FAM134A	Expressed in all
FAM134B	Expressed in all
FAM134C	Expressed in all
FAM135A	Expressed in all
FAM135B	Tissue enhanced
FAM136A	Expressed in all
FAM13A	Expressed in all
FAM13B	Expressed in all
FAM149B1	Expressed in all
FAM150A	Tissue enhanced
FAM150B	Tissue enhanced
FAM151A	Group enriched
FAM153A	Tissue enhanced
FAM153B	Tissue enhanced
FAM153C	Tissue enhanced
FAM154A	Tissue enriched
FAM154B	Tissue enhanced
FAM155A	Tissue enriched
FAM155B	Group enriched
FAM156A	Expressed in all
FAM156B	Expressed in all
FAM159A	Group enriched
FAM159B	Group enriched
FAM160A2	Expressed in all
FAM160B1	Expressed in all
FAM160B2	Expressed in all
FAM161A	Tissue enhanced
FAM162A	Expressed in all
FAM162B	Tissue enhanced
FAM163A	Tissue enhanced
FAM163B	Group enriched
FAM166A	Tissue enriched
FAM166B	Group enriched
FAM167A	Tissue enhanced
FAM168A	Expressed in all
FAM168B	Expressed in all
FAM169A	Tissue enhanced
FAM170A	Tissue enriched
FAM170B	Tissue enriched
FAM171A2	Tissue enhanced
FAM171B	Tissue enhanced
FAM172A	Expressed in all
FAM173A	Expressed in all
FAM173B	Expressed in all
FAM174A	Expressed in all
FAM174B	Expressed in all
FAM175A	Expressed in all
FAM175B	Expressed in all
FAM177A1	Expressed in all
FAM177B	Tissue enhanced
FAM178A	Expressed in all
FAM178B	Group enriched
FAM179A	Tissue enhanced
FAM179B	Expressed in all
FAM180A	Tissue enhanced
FAM180B	Tissue enhanced
FAM181A	Group enriched
FAM181B	Tissue enriched
FAM182B	Tissue enhanced
FAM183A	Tissue enriched
FAM183B	Tissue enriched
FAM184A	Tissue enhanced
FAM184B	Tissue enhanced
FAM185A	Expressed in all
FAM186A	Tissue enriched
FAM186B	Tissue enriched
FAM187A	Tissue enhanced
FAM187B	Tissue enriched
FAM188A	Expressed in all
FAM189A1	Tissue enhanced
FAM189A2	Tissue enhanced
FAM189B	Expressed in all
FAM192A	Expressed in all
FAM193A	Expressed in all
FAM193B	Expressed in all
FAM194A	Tissue enriched
FAM194B	Tissue enhanced
FAM195A	Expressed in all
FAM195B	Expressed in all
FAM196A	Tissue enhanced
FAM196B	Tissue enhanced
FAM198B	Expressed in all
FAM199X	Expressed in all
FAM19A1	Tissue enriched
FAM19A2	Tissue enhanced
FAM19A3	Group enriched
FAM19A4	Tissue enriched
FAM19A5	Tissue enhanced
FAM200B	Expressed in all
FAM203A	Expressed in all
FAM203B	Expressed in all
FAM204A	Expressed in all
FAM205A	Tissue enriched
FAM206A	Expressed in all
FAM208A	Expressed in all
FAM208B	Expressed in all
FAM209A	Tissue enriched
FAM209B	Tissue enriched
FAM20A	Tissue enhanced
FAM20B	Expressed in all
FAM20C	Expressed in all
FAM210A	Expressed in all
FAM210B	Expressed in all
FAM211A	Tissue enhanced
FAM211B	Expressed in all
FAM212A	Tissue enhanced
FAM213A	Expressed in all
FAM213B	Expressed in all
FAM214A	Expressed in all
FAM214B	Expressed in all
FAM216A	Tissue enhanced
FAM216B	Tissue enriched
FAM217A	Tissue enriched
FAM219A	Expressed in all
FAM219B	Expressed in all
FAM21A	Expressed in all
FAM21B	Expressed in all
FAM21C	Expressed in all
FAM21D	Expressed in all
FAM220A	Expressed in all
FAM221A	Expressed in all
FAM221B	Tissue enriched
FAM222A	Tissue enhanced
FAM222B	Expressed in all
FAM227A	Tissue enhanced
FAM227B	Expressed in all
FAM228A	Tissue enriched
FAM228B	Expressed in all
FAM229B	Expressed in all
FAM230A	Tissue enriched
FAM24A	Tissue enriched
FAM25A	Tissue enhanced
FAM25B	Tissue enriched
FAM25C	Group enriched
FAM25G	Tissue enriched
FAM26D	Tissue enriched
FAM26F	Tissue enhanced
FAM27A	Tissue enhanced
FAM27B	Tissue enhanced
FAM27C	Tissue enhanced
FAM27E1	Tissue enhanced
FAM32A	Expressed in all
FAM35A	Expressed in all
FAM3A	Expressed in all
FAM3B	Tissue enhanced
FAM3C	Expressed in all
FAM3D	Tissue enhanced
FAM43B	Tissue enriched
FAM45A	Expressed in all
FAM46A	Tissue enhanced
FAM46B	Tissue enhanced
FAM46D	Tissue enriched
FAM47A	Tissue enriched
FAM47B	Tissue enriched
FAM47C	Tissue enriched
FAM47E	Tissue enhanced
FAM47E-STBD1	Tissue enhanced
FAM49A	Expressed in all
FAM49B	Expressed in all
FAM50A	Expressed in all
FAM50B	Expressed in all
FAM53A	Tissue enhanced
FAM53C	Expressed in all
FAM57A	Expressed in all
FAM57B	Tissue enriched
FAM58A	Expressed in all
FAM63A	Expressed in all
FAM63B	Expressed in all
FAM65A	Expressed in all
FAM65B	Expressed in all
FAM69C	Group enriched
FAM71A	Tissue enriched
FAM71B	Tissue enriched
FAM71C	Tissue enriched
FAM71D	Tissue enriched
FAM71E1	Tissue enriched
FAM71E2	Tissue enriched
FAM71F1	Tissue enriched
FAM71F2	Tissue enriched
FAM72B	Tissue enhanced
FAM72C	Tissue enhanced
FAM72D	Tissue enhanced
FAM73A	Expressed in all
FAM73B	Expressed in all
FAM76A	Expressed in all
FAM76B	Expressed in all
FAM81A	Tissue enhanced
FAM81B	Group enriched
FAM83A	Tissue enriched
FAM83B	Tissue enhanced
FAM83C	Group enriched
FAM83D	Tissue enhanced
FAM83E	Tissue enhanced
FAM83F	Tissue enhanced
FAM83G	Tissue enhanced
FAM84A	Tissue enhanced
FAM84B	Expressed in all
FAM86A	Expressed in all
FAM86B1	Tissue enhanced
FAM86B2	Tissue enhanced
FAM89A	Expressed in all
FAM89B	Expressed in all
FAM8A1	Expressed in all
FAM91A1	Expressed in all
FAM92A1	Expressed in all
FAM92B	Tissue enriched
FAM96A	Expressed in all
FAM96B	Expressed in all
FAM98A	Expressed in all
FAM98B	Expressed in all
FAM98C	Expressed in all
FAM9A	Tissue enriched
FAM9B	Tissue enhanced
FAM9C	Tissue enriched
FAN1	Expressed in all
FANCB	Tissue enhanced
FANCC	Expressed in all
FANCD2OS	Tissue enriched
FANCG	Expressed in all
FANCL	Expressed in all
FANK1	Group enriched
FAP	Tissue enhanced
FAR1	Expressed in all
FARP2	Expressed in all
FARS2	Expressed in all
FARSA	Expressed in all
FARSB	Expressed in all
FAS	Expressed in all
FASLG	Tissue enhanced
FASN	Expressed in all
FASTK	Expressed in all
FASTKD1	Expressed in all
FASTKD2	Expressed in all
FASTKD3	Expressed in all
FASTKD5	Expressed in all
FAT2	Group enriched
FAT3	Tissue enhanced
FATE1	Tissue enriched
FAU	Expressed in all
FAXDC2	Expressed in all
FBF1	Tissue enhanced
FBL	Expressed in all
FBLL1	Group enriched
FBLN5	Expressed in all
FBN1	Expressed in all
FBN2	Tissue enriched
FBN3	Tissue enhanced
FBP1	Tissue enhanced
FBP2	Tissue enriched
FBRS	Expressed in all
FBRSL1	Expressed in all
FBXL12	Expressed in all
FBXL13	Tissue enhanced
FBXL14	Expressed in all
FBXL16	Group enriched
FBXL17	Expressed in all
FBXL19	Expressed in all
FBXL20	Expressed in all
FBXL22	Tissue enhanced
FBXL3	Expressed in all
FBXL4	Expressed in all
FBXL5	Expressed in all
FBXL6	Expressed in all
FBXO11	Expressed in all
FBXO15	Group enriched
FBXO18	Expressed in all
FBXO2	Tissue enhanced
FBXO21	Expressed in all
FBXO22	Expressed in all
FBXO24	Tissue enriched
FBXO25	Expressed in all
FBXO28	Expressed in all
FBXO3	Expressed in all
FBXO30	Expressed in all
FBXO31	Expressed in all
FBXO32	Expressed in all
FBXO34	Expressed in all
FBXO36	Tissue enhanced
FBXO38	Expressed in all
FBXO39	Tissue enriched
FBXO4	Expressed in all
FBXO40	Group enriched
FBXO41	Tissue enhanced
FBXO42	Expressed in all
FBXO43	Tissue enriched
FBXO44	Expressed in all
FBXO45	Expressed in all
FBXO46	Expressed in all
FBXO47	Tissue enriched
FBXO5	Tissue enhanced
FBXO6	Expressed in all
FBXO7	Expressed in all
FBXO8	Expressed in all
FBXO9	Expressed in all
FBXW10	Tissue enriched
FBXW11	Expressed in all
FBXW12	Tissue enriched
FBXW2	Expressed in all
FBXW4	Expressed in all
FBXW5	Expressed in all
FBXW7	Expressed in all
FBXW8	Expressed in all
FCAMR	Tissue enhanced
FCAR	Tissue enriched
FCER1G	Expressed in all
FCER2	Group enriched
FCF1	Expressed in all
FCGBP	Group enriched
FCGR1A	Tissue enhanced
FCGR1B	Tissue enhanced
FCGR2B	Tissue enriched
FCGR3A	Tissue enhanced
FCGR3B	Tissue enhanced
FCGRT	Expressed in all
FCHO2	Expressed in all
FCHSD1	Expressed in all
FCHSD2	Expressed in all
FCN1	Group enriched
FCN2	Tissue enriched
FCN3	Group enriched
FCRL1	Tissue enhanced
FCRL2	Group enriched
FCRL3	Group enriched
FCRL4	Group enriched
FCRL5	Tissue enhanced
FCRL6	Tissue enhanced
FCRLA	Group enriched
FDCSP	Tissue enhanced
FDFT1	Expressed in all
FDPS	Expressed in all
FDX1	Tissue enriched
FDX1L	Expressed in all
FDXR	Expressed in all
FECH	Expressed in all
FEM1A	Tissue enriched
FEM1B	Expressed in all
FEM1C	Expressed in all
FEN1	Expressed in all
FER1L6	Tissue enhanced
FERMT1	Tissue enhanced
FERMT3	Expressed in all
FES	Expressed in all
FETUB	Tissue enriched
FEV	Tissue enhanced
FEZ1	Tissue enriched
FEZ2	Expressed in all
FEZF1	Tissue enriched
FEZF2	Tissue enriched
FFAR1	Tissue enhanced
FFAR2	Tissue enhanced
FFAR3	Tissue enhanced
FFAR4	Group enriched
FGA	Tissue enriched
FGB	Tissue enriched
FGD2	Tissue enhanced
FGD4	Expressed in all
FGF1	Group enriched
FGF10	Tissue enhanced
FGF11	Tissue enhanced
FGF12	Tissue enriched
FGF14	Tissue enhanced
FGF18	Tissue enhanced
FGF19	Tissue enriched
FGF21	Tissue enriched
FGF22	Tissue enriched
FGF5	Tissue enhanced
FGF6	Tissue enriched
FGF7	Tissue enhanced
FGF9	Tissue enhanced
FGFBP1	Tissue enriched
FGFBP2	Tissue enhanced
FGFBP3	Tissue enriched
FGFR1	Expressed in all
FGFR1OP	Expressed in all
FGFR1OP2	Expressed in all
FGFR3	Tissue enriched
FGFRL1	Expressed in all
FGG	Tissue enriched
FGGY	Expressed in all
FGL1	Group enriched
FGL2	Expressed in all
FGR	Expressed in all
FH	Expressed in all
FHAD1	Group enriched
FHIT	Expressed in all
FHL1	Expressed in all
FHL2	Group enriched
FHL3	Tissue enriched
FHL5	Tissue enhanced
FHOD1	Expressed in all
FHOD3	Tissue enhanced
FIBCD1	Tissue enhanced
FIBP	Expressed in all
FIG4	Expressed in all
FIGF	Tissue enhanced
FILIP1	Tissue enhanced
FIP1L1	Expressed in all
FIS1	Expressed in all
FITM1	Group enriched
FITM2	Tissue enhanced
FIZ1	Expressed in all
FJX1	Tissue enhanced
FKBP11	Expressed in all
FKBP14	Expressed in all
FKBP15	Expressed in all
FKBP1A	Expressed in all
FKBP1C	Expressed in all
FKBP2	Expressed in all
FKBP3	Expressed in all
FKBP4	Expressed in all
FKBP5	Expressed in all
FKBP6	Tissue enriched
FKBP7	Expressed in all
FKBP8	Expressed in all
FKBP9	Expressed in all
FKBPL	Expressed in all
FKRP	Expressed in all
FKTN	Expressed in all
FLAD1	Expressed in all
FLCN	Expressed in all
FLG	Tissue enriched
FLG2	Tissue enriched
FLI1	Expressed in all
FLII	Expressed in all
FLJ00418	Tissue enhanced
FLJ27365	Tissue enhanced
FLNA	Expressed in all
FLNB	Expressed in all
FLNC	Tissue enhanced
FLOT1	Expressed in all
FLOT2	Expressed in all
FLRT1	Tissue enhanced
FLRT3	Tissue enhanced
FLT1	Tissue enriched
FLYWCH1	Expressed in all
FLYWCH2	Expressed in all
FMN2	Tissue enhanced
FMNL1	Expressed in all
FMNL3	Expressed in all
FMO1	Tissue enriched
FMO2	Tissue enhanced
FMO3	Tissue enriched
FMO4	Tissue enhanced
FMO5	Tissue enhanced
FMO6P	Tissue enriched
FMR1	Expressed in all
FMR1NB	Tissue enriched
FN1	Expressed in all
FN3K	Expressed in all
FN3KRP	Expressed in all
FNBP1	Expressed in all
FNBP1L	Expressed in all
FNBP4	Expressed in all
FNDC1	Tissue enhanced
FNDC3A	Expressed in all
FNDC3B	Expressed in all
FNDC4	Tissue enhanced
FNDC5	Tissue enhanced
FNDC7	Tissue enriched
FNDC8	Tissue enriched
FNDC9	Group enriched
FNIP1	Expressed in all
FNIP2	Expressed in all
FNTA	Expressed in all
FNTB	Expressed in all
FOCAD	Expressed in all
FOLH1	Tissue enhanced
FOLR1	Tissue enhanced
FOLR2	Expressed in all
FOLR3	Tissue enhanced
FOPNL	Expressed in all
FOS	Expressed in all
FOSL1	Tissue enhanced
FOSL2	Expressed in all
FOXA1	Tissue enhanced
FOXA2	Tissue enhanced
FOXA3	Group enriched
FOXB1	Tissue enriched
FOXC1	Tissue enriched
FOXC2	Tissue enhanced
FOXD1	Tissue enhanced
FOXD2	Tissue enhanced
FOXE1	Tissue enriched
FOXG1	Group enriched
FOXI1	Tissue enhanced
FOXI2	Tissue enhanced
FOXJ1	Tissue enriched
FOXJ2	Expressed in all
FOXJ3	Expressed in all
FOXK2	Expressed in all
FOXL1	Tissue enhanced
FOXL2	Group enriched
FOXN1	Group enriched
FOXN2	Expressed in all
FOXN3	Expressed in all
FOXN4	Tissue enriched
FOXO1	Expressed in all
FOXO3	Expressed in all
FOXO4	Tissue enriched
FOXP1	Expressed in all
FOXP3	Tissue enhanced
FOXP4	Expressed in all
FOXQ1	Tissue enhanced
FOXR1	Tissue enriched
FOXR2	Tissue enriched
FOXRED1	Expressed in all
FOXRED2	Expressed in all
FPGS	Expressed in all
FPGT	Expressed in all
FPGT-TNNI3K	Tissue enhanced
FPR1	Tissue enhanced
FPR2	Tissue enhanced
FRA10AC1	Expressed in all
FRAS1	Tissue enhanced
FRAT2	Expressed in all
FREM1	Tissue enhanced
FREM2	Tissue enhanced
FREM3	Tissue enhanced
FRG1	Expressed in all
FRG1B	Expressed in all
FRMD1	Tissue enhanced
FRMD3	Tissue enhanced
FRMD4A	Expressed in all
FRMD4B	Expressed in all
FRMD5	Group enriched
FRMD7	Group enriched
FRMD8	Expressed in all
FRMPD1	Tissue enhanced
FRMPD2	Group enriched
FRMPD3	Tissue enhanced
FRMPD4	Tissue enriched
FRRS1L	Group enriched
FRS2	Expressed in all
FRY	Expressed in all
FRYL	Expressed in all
FRZB	Tissue enhanced
FSCB	Tissue enriched
FSCN1	Expressed in all
FSCN3	Tissue enriched
FSD1	Tissue enhanced
FSD2	Group enriched
FSHR	Group enriched
FSIP1	Tissue enhanced
FSIP2	Group enriched
FST	Tissue enhanced
FSTL1	Expressed in all
FSTL3	Expressed in all
FSTL4	Tissue enhanced
FSTL5	Group enriched
FTCD	Group enriched
FTH1	Expressed in all
FTHL17	Tissue enriched
FTL	Expressed in all
FTMT	Tissue enriched
FTO	Expressed in all
FTSJ1	Expressed in all
FTSJ2	Expressed in all
FTSJ3	Expressed in all
FUBP1	Expressed in all
FUBP3	Expressed in all
FUCA1	Expressed in all
FUCA2	Expressed in all
FUK	Expressed in all
FUNDC1	Expressed in all
FUNDC2	Expressed in all
FUOM	Tissue enhanced
FURIN	Expressed in all
FUS	Expressed in all
FUT1	Tissue enhanced
FUT10	Expressed in all
FUT11	Expressed in all
FUT2	Tissue enhanced
FUT3	Tissue enhanced
FUT4	Tissue enriched
FUT6	Tissue enhanced
FUT7	Tissue enhanced
FUT8	Expressed in all
FUT9	Group enriched
FUZ	Expressed in all
FXN	Expressed in all
FXR1	Expressed in all
FXR2	Expressed in all
FXYD1	Expressed in all
FXYD2	Group enriched
FXYD3	Tissue enhanced
FXYD4	Tissue enriched
FXYD5	Expressed in all
FXYD6	Expressed in all
FXYD6-FXYD2	Tissue enhanced
FXYD7	Tissue enriched
FYB	Tissue enhanced
FYCO1	Expressed in all
FYN	Expressed in all
FYTTD1	Expressed in all
FZD1	Expressed in all
FZD10	Tissue enhanced
FZD4	Tissue enhanced
FZD6	Expressed in all
FZD9	Tissue enhanced
FZR1	Expressed in all
G0S2	Tissue enhanced
G2E3	Expressed in all
G3BP1	Expressed in all
G3BP2	Expressed in all
G6PC	Tissue enhanced
G6PC2	Tissue enriched
G6PC3	Expressed in all
G6PD	Expressed in all
GAA	Expressed in all
GAB1	Expressed in all
GAB2	Expressed in all
GAB4	Tissue enriched
GABARAP	Expressed in all
GABARAPL1	Expressed in all
GABARAPL2	Expressed in all
GABBR1	Expressed in all
GABBR2	Tissue enriched
GABPA	Expressed in all
GABPB1	Expressed in all
GABPB2	Expressed in all
GABRA1	Tissue enriched
GABRA2	Tissue enriched
GABRA3	Tissue enriched
GABRA4	Group enriched
GABRA5	Tissue enriched
GABRB1	Group enriched
GABRB2	Tissue enriched
GABRB3	Tissue enhanced
GABRD	Tissue enriched
GABRG1	Tissue enriched
GABRG2	Tissue enriched
GABRG3	Tissue enhanced
GABRP	Tissue enhanced
GABRQ	Tissue enhanced
GABRR1	Tissue enriched
GAD1	Tissue enriched
GAD2	Tissue enriched
GADD45A	Expressed in all
GADD45B	Expressed in all
GADD45GIP1	Expressed in all
GADL1	Tissue enriched
GAGE1	Tissue enriched
GAGE10	Tissue enriched
GAGE12B	Tissue enriched
GAGE12C	Tissue enriched
GAGE12D	Tissue enriched
GAGE12E	Tissue enriched
GAGE12F	Tissue enriched
GAGE12G	Tissue enriched
GAGE12H	Tissue enriched
GAGE12I	Tissue enriched
GAGE12J	Tissue enriched
GAGE13	Tissue enriched
GAGE2A	Tissue enriched
GAGE2B	Tissue enriched
GAGE2C	Tissue enriched
GAGE2D	Tissue enriched
GAGE2E	Tissue enriched
GAK	Expressed in all
GAL	Tissue enhanced
GAL3ST1	Tissue enhanced
GAL3ST2	Group enriched
GAL3ST3	Tissue enhanced
GALC	Expressed in all
GALE	Expressed in all
GALK1	Expressed in all
GALK2	Expressed in all
GALM	Expressed in all
GALNS	Expressed in all
GALNT1	Expressed in all
GALNT10	Expressed in all
GALNT11	Expressed in all
GALNT13	Tissue enhanced
GALNT14	Tissue enriched
GALNT15	Tissue enhanced
GALNT2	Expressed in all
GALNT5	Tissue enhanced
GALNT6	Tissue enhanced
GALNT8	Tissue enhanced
GALNT9	Group enriched
GALNTL5	Tissue enriched
GALNTL6	Tissue enhanced
GALR1	Tissue enhanced
GALR2	Tissue enhanced
GALT	Expressed in all
GAMT	Group enriched
GAN	Tissue enriched
GANAB	Expressed in all
GANC	Expressed in all
GAP43	Tissue enriched
GAPDH	Expressed in all
GAPDHS	Tissue enriched
GAPT	Tissue enhanced
GAPVD1	Expressed in all
GAR1	Expressed in all
GAREML	Tissue enhanced
GARS	Expressed in all
GART	Expressed in all
GAS1	Tissue enhanced
GAS2	Tissue enhanced
GAS2L1	Expressed in all
GAS2L2	Tissue enriched
GAS6	Expressed in all
GAS7	Expressed in all
GAS8	Expressed in all
GAST	Tissue enriched
GATA1	Tissue enriched
GATA2	Tissue enhanced
GATA3	Tissue enhanced
GATA4	Tissue enhanced
GATA5	Tissue enhanced
GATAD1	Expressed in all
GATAD2A	Expressed in all
GATAD2B	Expressed in all
GATC	Expressed in all
GATM	Expressed in all
GATS	Tissue enhanced
GATSL1	Tissue enhanced
GATSL2	Tissue enhanced
GBA	Expressed in all
GBA2	Expressed in all
GBAS	Expressed in all
GBE1	Expressed in all
GBF1	Expressed in all
GBP1	Expressed in all
GBP2	Expressed in all
GBP3	Expressed in all
GBP5	Tissue enhanced
GBP6	Tissue enriched
GBP7	Tissue enriched
GBX1	Group enriched
GC	Group enriched
GCA	Expressed in all
GCAT	Expressed in all
GCC1	Expressed in all
GCC2	Expressed in all
GCDH	Expressed in all
GCFC2	Expressed in all
GCG	Tissue enriched
GCGR	Group enriched
GCH1	Tissue enhanced
GCHFR	Expressed in all
GCKR	Group enriched
GCLC	Expressed in all
GCLM	Expressed in all
GCM1	Tissue enriched
GCN1L1	Expressed in all
GCNT1	Tissue enhanced
GCNT3	Tissue enhanced
GCNT4	Tissue enhanced
GCOM1	Tissue enhanced
GCSAM	Tissue enhanced
GCSAML	Tissue enhanced
GCSH	Expressed in all
GDA	Tissue enhanced
GDAP1	Expressed in all
GDAP1L1	Tissue enriched
GDE1	Expressed in all
GDF1	Tissue enhanced
GDF10	Tissue enhanced
GDF15	Tissue enhanced
GDF2	Tissue enriched
GDF5	Tissue enriched
GDF6	Group enriched
GDF7	Tissue enhanced
GDF9	Tissue enriched
GDI1	Expressed in all
GDI2	Expressed in all
GDPD2	Group enriched
GDPD4	Group enriched
GDPD5	Expressed in all
GEM	Tissue enhanced
GEMIN2	Expressed in all
GEMIN4	Expressed in all
GEMIN5	Expressed in all
GEMIN6	Expressed in all
GEMIN7	Expressed in all
GEMIN8	Expressed in all
GET4	Expressed in all
GFAP	Tissue enriched
GFER	Expressed in all
GFI1	Tissue enhanced
GFI1B	Tissue enriched
GFM1	Expressed in all
GFM2	Expressed in all
GFOD2	Expressed in all
GFPT1	Expressed in all
GFPT2	Tissue enhanced
GFRA2	Tissue enhanced
GGA1	Expressed in all
GGA2	Expressed in all
GGA3	Expressed in all
GGACT	Tissue enriched
GGCT	Expressed in all
GGCX	Expressed in all
GGH	Expressed in all
GGN	Tissue enriched
GGNBP1	Tissue enriched
GGNBP2	Expressed in all
GGPS1	Expressed in all
GGT1	Tissue enhanced
GGT2	Tissue enhanced
GGT7	Expressed in all
GGTLC1	Group enriched
GGTLC2	Tissue enhanced
GGTLC3	Tissue enhanced
GH1	Tissue enriched
GH2	Tissue enriched
GHDC	Expressed in all
GHITM	Expressed in all
GHR	Group enriched
GHRH	Tissue enhanced
GHRHR	Tissue enhanced
GHRL	Tissue enriched
GID4	Expressed in all
GID8	Expressed in all
GIF	Tissue enriched
GIGYF1	Expressed in all
GIGYF2	Expressed in all
GIMAP1	Tissue enhanced
GIMAP4	Expressed in all
GIMAP5	Expressed in all
GIMAP6	Expressed in all
GIMAP7	Expressed in all
GIN1	Expressed in all
GINM1	Expressed in all
GINS1	Tissue enhanced
GINS3	Expressed in all
GIP	Group enriched
GIPC1	Expressed in all
GIPR	Tissue enhanced
GIT1	Expressed in all
GIT2	Expressed in all
GJA3	Tissue enhanced
GJA5	Tissue enhanced
GJA8	Tissue enriched
GJA9	Tissue enhanced
GJB1	Tissue enhanced
GJB2	Tissue enriched
GJB3	Tissue enhanced
GJB4	Tissue enriched
GJB5	Group enriched
GJB6	Tissue enhanced
GJB7	Tissue enhanced
GJC1	Tissue enhanced
GJC2	Tissue enhanced
GJC3	Tissue enhanced
GJD2	Tissue enhanced
GK2	Tissue enriched
GK5	Expressed in all
GKAP1	Tissue enriched
GKN1	Tissue enriched
GKN2	Tissue enriched
GLA	Expressed in all
GLB1	Expressed in all
GLB1L	Tissue enhanced
GLB1L3	Tissue enhanced
GLCE	Expressed in all
GLDC	Group enriched
GLDN	Tissue enhanced
GLE1	Expressed in all
GLG1	Expressed in all
GLI1	Tissue enhanced
GLI2	Tissue enhanced
GLI4	Expressed in all
GLIPR1	Expressed in all
GLIPR1L1	Tissue enriched
GLIPR1L2	Tissue enriched
GLIPR2	Expressed in all
GLIS1	Tissue enhanced
GLIS3	Tissue enhanced
GLMN	Expressed in all
GLO1	Expressed in all
GLOD4	Expressed in all
GLOD5	Tissue enhanced
GLP1R	Tissue enhanced
GLP2R	Tissue enhanced
GLRA2	Group enriched
GLRA3	Tissue enriched
GLRA4	Tissue enhanced
GLRB	Tissue enhanced
GLRX	Expressed in all
GLRX2	Expressed in all
GLRX3	Expressed in all
GLRX5	Expressed in all
GLS	Expressed in all
GLS2	Tissue enriched
GLT1D1	Tissue enhanced
GLT6D1	Tissue enriched
GLT8D1	Expressed in all
GLTP	Expressed in all
GLTPD1	Expressed in all
GLTPD2	Group enriched
GLTSCR1	Expressed in all
GLTSCR1L	Expressed in all
GLTSCR2	Expressed in all
GLUD1	Expressed in all
GLUD2	Expressed in all
GLUL	Expressed in all
GLYAT	Group enriched
GLYATL1	Group enriched
GLYATL2	Group enriched
GLYCTK	Expressed in all
GLYR1	Expressed in all
GM2A	Expressed in all
GMCL1	Expressed in all
GMDS	Expressed in all
GMEB1	Expressed in all
GMEB2	Expressed in all
GMFB	Expressed in all
GMFG	Expressed in all
GML	Tissue enriched
GMNC	Tissue enriched
GMNN	Expressed in all
GMPPA	Expressed in all
GMPPB	Expressed in all
GMPR	Expressed in all
GMPR2	Expressed in all
GMPS	Expressed in all
GNA11	Expressed in all
GNA12	Expressed in all
GNA13	Expressed in all
